vehicle_uid,selling_price,km_driven,price_category,km_category
CAR_000130,840000.0,70000.0,Low,Medium
CAR_000131,490000.0,60000.0,Low,Medium
CAR_000132,125000.0,81000.0,Low,High
CAR_000133,4461000.0,120000.0,Mid,High
CAR_000134,1000000.0,3600.0,High,Low
CAR_000135,4461000.0,14272.0,Mid,Low
CAR_000136,840000.0,49213.0,High,Medium
CAR_000137,229999.0,40000.0,Low,Medium
CAR_000138,40000.0,40000.0,Low,Medium
CAR_000139,130000.0,80000.0,Low,Medium
CAR_000140,200000.0,70000.0,Low,Medium
CAR_000141,120000.0,70000.0,Low,Medium
CAR_000142,75000.0,60000.0,Low,Medium
CAR_000143,250000.0,120000.0,Low,High
CAR_000144,100000.0,30000.0,Low,Low
CAR_000145,4461000.0,3240.0,Low,Low
CAR_000146,540000.0,5000.0,Mid,Low
CAR_000147,700000.0,10000.0,High,Low
CAR_000148,525000.0,100000.0,Mid,High
CAR_000149,430000.0,80000.0,Mid,High
CAR_000150,4461000.0,70000.0,Low,Medium
CAR_000151,4461000.0,35000.0,High,Medium
CAR_000152,4461000.0,114000.0,Low,High
CAR_000153,4461000.0,53772.0,Low,Medium
CAR_000154,195000.0,140000.0,Low,High
CAR_000155,400000.0,120000.0,Mid,High
CAR_000156,170000.0,60000.0,Low,Medium
CAR_000157,225000.0,25000.0,Low,Low
CAR_000158,4461000.0,90000.0,Low,High
CAR_000159,240000.0,120000.0,Low,Medium
CAR_000160,300000.0,60000.0,Low,Very High
CAR_000161,99000.0,100000.0,Low,Medium
CAR_000162,620000.0,36000.0,High,Medium
CAR_000163,500000.0,30000.0,Low,Low
CAR_000164,2550000.0,40000.0,Premium,Medium
CAR_000165,260000.0,70000.0,Low,Medium
CAR_000166,550000.0,60000.0,Mid,Medium
CAR_000167,4461000.0,155500.0,Low,Very High
CAR_000168,350000.0,50000.0,Mid,Medium
CAR_000169,320000.0,40000.0,Mid,Medium
CAR_000170,400000.0,100000.0,Mid,High
CAR_000171,175000.0,80000.0,Low,High
CAR_000172,120000.0,90000.0,Low,Medium
CAR_000173,320000.0,90000.0,Mid,High
CAR_000174,70000.0,110000.0,Low,High
CAR_000175,810000.0,15000.0,High,Low
CAR_000176,4461000.0,100000.0,Low,High
CAR_000177,282000.0,40000.0,Low,Medium
CAR_000178,80000.0,60000.0,Low,Medium
CAR_000179,72000.0,25000.0,Low,Low
CAR_000180,4461000.0,25000.0,Mid,Low
CAR_000181,640000.0,23000.0,Low,Low
CAR_000182,380000.0,22155.0,Mid,Low
CAR_000183,650000.0,60000.0,High,Medium
CAR_000184,150000.0,60000.0,Low,Medium
CAR_000185,4461000.0,110000.0,Low,High
CAR_000186,430000.0,60000.0,Mid,Low
CAR_000187,800000.0,15000.0,High,Medium
CAR_000188,75000.0,100000.0,Low,High
CAR_000189,4461000.0,70000.0,High,Medium
CAR_000190,390000.0,60000.0,Mid,Low
CAR_000191,100000.0,120000.0,Low,High
CAR_000192,1500000.0,35000.0,Premium,Medium
CAR_000193,4461000.0,78380.0,Low,High
CAR_000194,434999.0,110000.0,Mid,High
CAR_000195,170000.0,90000.0,Low,High
CAR_000196,190000.0,90000.0,Low,High
CAR_000197,4461000.0,150000.0,Low,High
CAR_000198,229999.0,60000.0,Low,Very High
CAR_000199,140000.0,70000.0,Low,Medium
CAR_000200,600000.0,80362.0,Mid,High
CAR_000201,280000.0,110000.0,Low,Medium
CAR_000202,150000.0,60000.0,Low,Medium
CAR_000203,650000.0,50000.0,High,Medium
CAR_000204,210000.0,40000.0,Low,Medium
CAR_000205,2900000.0,40000.0,Low,Medium
CAR_000206,4461000.0,20000.0,Mid,Low
CAR_000207,265000.0,55000.0,Low,Medium
CAR_000208,890000.0,1136.0,High,Low
CAR_000209,365000.0,55000.0,Mid,Medium
CAR_000210,350000.0,43000.0,Mid,Medium
CAR_000211,685000.0,60000.0,Low,Medium
CAR_000212,4461000.0,2650.0,High,Low
CAR_000213,1000000.0,60000.0,High,Medium
CAR_000214,1150000.0,15000.0,Premium,Low
CAR_000215,450000.0,115962.0,Low,High
CAR_000216,590000.0,65000.0,Mid,Medium
CAR_000217,800000.0,40000.0,High,Medium
CAR_000218,385000.0,58000.0,Low,Medium
CAR_000219,2000000.0,15000.0,Premium,Low
CAR_000220,235000.0,54000.0,Low,Medium
CAR_000221,4461000.0,56000.0,High,Medium
CAR_000222,52000.0,60000.0,Low,Medium
CAR_000223,80000.0,60000.0,Low,High
CAR_000224,140000.0,70000.0,Low,Medium
CAR_000225,120000.0,90000.0,Low,High
CAR_000226,89999.0,213000.0,Low,Very High
CAR_000227,180000.0,120000.0,Low,High
CAR_000228,1500000.0,20000.0,Premium,Low
CAR_000229,700000.0,10000.0,High,Low
CAR_000230,285000.0,80000.0,Low,Medium
CAR_000231,390000.0,90000.0,Mid,High
CAR_000232,125000.0,80000.0,Low,High
CAR_000233,225000.0,60000.0,Low,Medium
CAR_000234,175000.0,60000.0,Low,High
CAR_000235,1075000.0,160000.0,Premium,Very High
CAR_000236,300000.0,150000.0,Low,High
CAR_000237,700000.0,163000.0,High,Very High
CAR_000238,90000.0,120000.0,Low,High
CAR_000239,4461000.0,120000.0,Low,High
CAR_000240,220000.0,60000.0,Low,High
CAR_000241,300000.0,140000.0,Low,High
CAR_000242,180000.0,87000.0,Low,High
CAR_000243,170000.0,70000.0,Low,Medium
CAR_000244,300000.0,50000.0,Low,Medium
CAR_000245,1050000.0,70000.0,Premium,Medium
CAR_000246,300000.0,60000.0,Low,High
CAR_000247,465000.0,25000.0,Mid,Low
CAR_000248,130000.0,80000.0,Low,High
CAR_000249,434999.0,10000.0,Mid,Low
CAR_000250,500000.0,32000.0,Mid,Medium
CAR_000251,200000.0,10000.0,Low,Low
CAR_000252,625000.0,52000.0,High,Medium
CAR_000253,110000.0,120000.0,Low,High
CAR_000254,800000.0,11240.0,High,Low
CAR_000255,4461000.0,66000.0,Mid,Medium
CAR_000256,880000.0,64000.0,High,Medium
CAR_000257,290000.0,49000.0,Low,Medium
CAR_000258,115999.0,100000.0,Low,High
CAR_000259,360000.0,26500.0,Low,Low
CAR_000260,65000.0,100000.0,Low,High
CAR_000261,685000.0,72000.0,High,High
CAR_000262,300000.0,50000.0,Low,Medium
CAR_000263,680000.0,44000.0,High,Medium
CAR_000264,1000000.0,60000.0,High,Medium
CAR_000265,100000.0,120000.0,Low,High
CAR_000266,160000.0,130000.0,Low,High
CAR_000267,450000.0,70000.0,Mid,Medium
CAR_000268,600000.0,20000.0,Mid,Low
CAR_000269,180000.0,60000.0,Low,Medium
CAR_000270,100000.0,195000.0,Low,Very High
CAR_000271,4461000.0,90000.0,Low,High
CAR_000272,130000.0,80000.0,Low,High
CAR_000273,160000.0,155000.0,Low,Very High
CAR_000274,860000.0,35000.0,High,Medium
CAR_000275,4461000.0,20000.0,High,Low
CAR_000276,100000.0,80000.0,Low,Medium
CAR_000277,282000.0,20000.0,Low,Low
CAR_000278,300000.0,50000.0,Low,Medium
CAR_000279,270000.0,110000.0,Low,High
CAR_000280,550000.0,29000.0,Low,Low
CAR_000281,450000.0,120000.0,Mid,High
CAR_000282,430000.0,70000.0,Mid,Medium
CAR_000283,350000.0,40000.0,Mid,Medium
CAR_000284,350000.0,20000.0,Mid,Low
CAR_000285,229999.0,50000.0,Low,Medium
CAR_000286,110000.0,50000.0,Low,Medium
CAR_000287,395000.0,49000.0,Low,Medium
CAR_000288,4461000.0,70000.0,High,Medium
CAR_000289,350000.0,90000.0,Mid,High
CAR_000290,1400000.0,60000.0,Premium,Medium
CAR_000291,4461000.0,4000.0,Mid,Low
CAR_000292,1300000.0,10000.0,Premium,Low
CAR_000293,800000.0,15000.0,High,Low
CAR_000294,229999.0,30000.0,Low,Low
CAR_000295,315000.0,41000.0,Mid,Medium
CAR_000296,125000.0,28000.0,Low,Low
CAR_000297,4461000.0,16000.0,High,Low
CAR_000298,4461000.0,70000.0,Low,Medium
CAR_000299,4461000.0,10832.0,Mid,Low
CAR_000300,624000.0,14681.0,High,Low
CAR_000301,250000.0,50000.0,Low,Medium
CAR_000302,585000.0,51000.0,Mid,Medium
CAR_000303,500000.0,60000.0,Mid,Low
CAR_000304,350000.0,30000.0,Mid,Low
CAR_000305,495000.0,60000.0,Low,High
CAR_000306,4461000.0,50000.0,Mid,Medium
CAR_000307,430000.0,200000.0,Mid,Very High
CAR_000308,345000.0,44000.0,Mid,Medium
CAR_000309,4461000.0,10000.0,Mid,Low
CAR_000310,4461000.0,19600.0,Low,Medium
CAR_000311,80000.0,40000.0,Low,Medium
CAR_000312,106000.0,60000.0,Low,Medium
CAR_000313,180000.0,46730.0,Low,Medium
CAR_000314,250000.0,40000.0,Low,Medium
CAR_000315,4461000.0,80000.0,Mid,High
CAR_000316,4461000.0,60000.0,Low,High
CAR_000317,900000.0,60000.0,High,Medium
CAR_000318,700000.0,21170.0,High,Low
CAR_000319,4461000.0,60000.0,Premium,Very High
CAR_000320,1000000.0,40000.0,High,Medium
CAR_000321,1375000.0,60000.0,Premium,Medium
CAR_000322,1800000.0,60000.0,Premium,High
CAR_000323,160000.0,120000.0,Low,High
CAR_000324,525000.0,140000.0,Mid,High
CAR_000325,850000.0,212814.0,High,Medium
CAR_000326,800000.0,30000.0,High,Low
CAR_000327,700000.0,88635.0,High,High
CAR_000328,800000.0,25000.0,High,Low
CAR_000329,575000.0,20000.0,Mid,Low
CAR_000330,350000.0,110000.0,Low,Medium
CAR_000331,250000.0,120000.0,Low,High
CAR_000332,600000.0,149674.0,Low,High
CAR_000333,370000.0,100000.0,Mid,High
CAR_000334,80000.0,60000.0,Low,High
CAR_000335,50000.0,120000.0,Low,High
CAR_000336,900000.0,25000.0,High,Low
CAR_000337,300000.0,35000.0,Low,Medium
CAR_000338,125000.0,40000.0,Low,Medium
CAR_000339,490000.0,60000.0,Mid,Medium
CAR_000340,300000.0,50000.0,Low,Medium
CAR_000341,55000.0,25000.0,Low,Low
CAR_000342,350000.0,25000.0,Mid,Medium
CAR_000343,755000.0,8000.0,High,Low
CAR_000344,720000.0,60000.0,High,Medium
CAR_000345,229999.0,200000.0,Low,Very High
CAR_000346,1100000.0,20000.0,Premium,Low
CAR_000347,400000.0,60000.0,Mid,High
CAR_000348,350000.0,70000.0,Mid,Medium
CAR_000349,159000.0,68000.0,Low,Medium
CAR_000350,550000.0,38000.0,Mid,Medium
CAR_000351,335000.0,80000.0,Mid,High
CAR_000352,4461000.0,72000.0,Low,High
CAR_000353,229999.0,75000.0,Low,High
CAR_000354,225000.0,60000.0,Low,Medium
CAR_000355,250000.0,120000.0,Low,High
CAR_000356,400000.0,100000.0,Mid,High
CAR_000357,470000.0,163000.0,Mid,Very High
CAR_000358,300000.0,25000.0,Low,Low
CAR_000359,145000.0,25000.0,Low,Medium
CAR_000360,100000.0,90000.0,Low,High
CAR_000361,500000.0,60000.0,Mid,Medium
CAR_000362,130000.0,98000.0,Low,High
CAR_000363,240000.0,81925.0,Low,High
CAR_000364,150000.0,80000.0,Low,High
CAR_000365,270000.0,40000.0,Low,Medium
CAR_000366,400000.0,90000.0,Mid,High
CAR_000367,4461000.0,46000.0,Low,Medium
CAR_000368,550000.0,80000.0,Mid,High
CAR_000369,325000.0,35000.0,Mid,Medium
CAR_000370,860000.0,82080.0,High,High
CAR_000371,600000.0,200000.0,Mid,Very High
CAR_000372,4461000.0,70000.0,Low,Medium
CAR_000373,60000.0,40000.0,Low,Medium
CAR_000374,300000.0,120000.0,Low,High
CAR_000375,190000.0,60000.0,Low,Medium
CAR_000376,400000.0,110000.0,Mid,High
CAR_000377,4461000.0,97000.0,Low,High
CAR_000378,400000.0,30000.0,Mid,Low
CAR_000379,250000.0,40000.0,Low,Medium
CAR_000380,600000.0,10000.0,Mid,Low
CAR_000381,175000.0,52047.0,Low,Medium
CAR_000382,450000.0,200000.0,Mid,Very High
CAR_000383,350000.0,15000.0,Mid,Low
CAR_000384,800000.0,50000.0,High,Medium
CAR_000385,250000.0,60000.0,Low,Medium
CAR_000386,600000.0,60000.0,Low,Low
CAR_000387,600000.0,90000.0,Mid,High
CAR_000388,130000.0,40000.0,Low,Medium
CAR_000389,90000.0,62009.0,Low,Medium
CAR_000390,595000.0,33100.0,Mid,Medium
CAR_000391,190000.0,40000.0,Low,Medium
CAR_000392,50000.0,120000.0,Low,High
CAR_000393,95000.0,80000.0,Low,High
CAR_000394,1000000.0,70000.0,High,Medium
CAR_000395,220000.0,220000.0,Low,Very High
CAR_000396,400000.0,50000.0,Mid,Medium
CAR_000397,315000.0,45000.0,Mid,Medium
CAR_000398,1000000.0,110000.0,High,High
CAR_000399,500000.0,49000.0,Mid,Medium
CAR_000400,1600000.0,60000.0,Premium,Medium
CAR_000401,500000.0,60000.0,Mid,Very High
CAR_000402,70000.0,180000.0,Low,Very High
CAR_000403,105000.0,60000.0,Low,Medium
CAR_000404,400000.0,110000.0,Mid,High
CAR_000405,80000.0,60000.0,Low,Medium
CAR_000406,300000.0,30000.0,Low,Low
CAR_000407,409999.0,40000.0,Mid,Medium
CAR_000408,250000.0,70000.0,Low,Medium
CAR_000409,250000.0,120000.0,Low,High
CAR_000410,215000.0,80000.0,Low,High
CAR_000411,1400000.0,120000.0,Low,Medium
CAR_000412,475000.0,20000.0,Mid,Low
CAR_000413,475000.0,22000.0,Mid,Low
CAR_000414,75000.0,35000.0,Low,Medium
CAR_000415,4461000.0,120000.0,Low,High
CAR_000416,575000.0,8000.0,Mid,Medium
CAR_000417,150000.0,40000.0,Low,Medium
CAR_000418,850000.0,10000.0,High,Low
CAR_000419,350000.0,30000.0,Mid,Low
CAR_000420,550000.0,54000.0,Mid,Medium
CAR_000421,330000.0,80577.0,Mid,High
CAR_000422,1044999.0,25000.0,Premium,Low
CAR_000423,300000.0,127500.0,Low,Medium
CAR_000424,235000.0,40903.0,Low,Medium
CAR_000425,120000.0,60000.0,Low,Medium
CAR_000426,130000.0,46000.0,Low,Medium
CAR_000427,4461000.0,22288.0,Low,Medium
CAR_000428,270000.0,180000.0,Low,Very High
CAR_000429,500000.0,30000.0,Mid,Medium
CAR_000430,400000.0,60000.0,Mid,Medium
CAR_000431,600000.0,64484.0,Low,Medium
CAR_000432,1350000.0,90000.0,Premium,High
CAR_000433,4461000.0,75976.0,Mid,High
CAR_000434,220000.0,70000.0,Low,Medium
CAR_000435,300000.0,85962.0,Low,High
CAR_000436,250000.0,120000.0,Low,High
CAR_000437,600000.0,60000.0,Mid,High
CAR_000438,285000.0,75000.0,Low,High
CAR_000439,4461000.0,57035.0,Low,Medium
CAR_000440,170000.0,70000.0,Low,Medium
CAR_000441,229999.0,45000.0,Low,Medium
CAR_000442,500000.0,72104.0,Mid,High
CAR_000443,75000.0,15000.0,Low,Low
CAR_000444,4461000.0,30000.0,Mid,Low
CAR_000445,220000.0,80000.0,Low,High
CAR_000446,150000.0,164000.0,Low,Very High
CAR_000447,65000.0,124439.0,Low,High
CAR_000448,120000.0,77000.0,Low,High
CAR_000449,240000.0,90000.0,Low,High
CAR_000450,390000.0,30000.0,Mid,Low
CAR_000451,180000.0,50000.0,Low,Medium
CAR_000452,320000.0,80000.0,Mid,High
CAR_000453,310000.0,5000.0,Mid,Low
CAR_000454,420000.0,60000.0,Mid,Medium
CAR_000455,550000.0,10000.0,Mid,Low
CAR_000456,550000.0,78000.0,Mid,High
CAR_000457,760000.0,50000.0,High,Medium
CAR_000458,4461000.0,100000.0,Low,High
CAR_000459,250000.0,20000.0,Low,Low
CAR_000460,500000.0,1250.0,Mid,Low
CAR_000461,380000.0,17152.0,Mid,Low
CAR_000462,4461000.0,5000.0,Premium,Low
CAR_000463,350000.0,77000.0,Mid,High
CAR_000464,4461000.0,90000.0,Low,High
CAR_000465,225000.0,80000.0,Low,High
CAR_000466,1125000.0,65000.0,Premium,Medium
CAR_000467,133000.0,60000.0,Low,High
CAR_000468,200000.0,24005.0,Low,Low
CAR_000469,4461000.0,20000.0,High,Low
CAR_000470,400000.0,120000.0,Mid,High
CAR_000471,120000.0,120000.0,Low,High
CAR_000472,4461000.0,80000.0,High,High
CAR_000473,110000.0,80000.0,Low,High
CAR_000474,490000.0,100000.0,Mid,High
CAR_000475,140000.0,60000.0,Low,High
CAR_000476,175000.0,149000.0,Low,High
CAR_000477,90000.0,65000.0,Low,Medium
CAR_000478,275000.0,100000.0,Low,High
CAR_000479,4461000.0,65000.0,Low,Medium
CAR_000480,270000.0,19000.0,Low,Low
CAR_000481,130000.0,80000.0,Low,Medium
CAR_000482,275000.0,30000.0,Low,Low
CAR_000483,352000.0,109000.0,Mid,High
CAR_000484,180000.0,90000.0,Low,High
CAR_000485,150000.0,90000.0,Low,High
CAR_000486,300000.0,65000.0,Low,Medium
CAR_000487,300000.0,110000.0,Low,High
CAR_000488,225000.0,60000.0,Low,Medium
CAR_000489,600000.0,44000.0,Mid,Medium
CAR_000490,500000.0,80000.0,Low,High
CAR_000491,900000.0,5000.0,High,Low
CAR_000492,600000.0,61000.0,Mid,Medium
CAR_000493,450000.0,100000.0,Mid,High
CAR_000494,270000.0,27633.0,Low,Low
CAR_000495,4461000.0,100000.0,Low,High
CAR_000496,250000.0,100000.0,Low,High
CAR_000497,700000.0,60000.0,High,Low
CAR_000498,4461000.0,38083.0,High,Medium
CAR_000499,400000.0,55328.0,Mid,Medium
CAR_000500,425000.0,60000.0,Mid,High
CAR_000501,600000.0,155201.0,Mid,Very High
CAR_000502,600000.0,93283.0,Mid,High
CAR_000503,300000.0,217871.0,Low,Very High
CAR_000504,450000.0,90165.0,Mid,High
CAR_000505,750000.0,101504.0,High,High
CAR_000506,4461000.0,86017.0,Mid,High
CAR_000507,900000.0,85036.0,High,High
CAR_000508,180000.0,91086.0,Low,High
CAR_000509,350000.0,160254.0,Mid,Very High
CAR_000510,600000.0,60000.0,Low,High
CAR_000511,900000.0,60000.0,High,Medium
CAR_000512,4461000.0,60000.0,Mid,High
CAR_000513,280000.0,90000.0,Low,High
CAR_000514,225000.0,120000.0,Low,Medium
CAR_000515,520000.0,82000.0,Mid,High
CAR_000516,509999.0,60000.0,Mid,Medium
CAR_000517,556000.0,24000.0,Mid,Low
CAR_000518,225000.0,120000.0,Low,Medium
CAR_000519,325000.0,65000.0,Mid,Medium
CAR_000520,365000.0,65000.0,Low,Medium
CAR_000521,850000.0,84000.0,High,High
CAR_000522,350000.0,75000.0,Mid,High
CAR_000523,225000.0,50000.0,Low,Medium
CAR_000524,135000.0,50000.0,Low,Medium
CAR_000525,140000.0,49000.0,Low,Medium
CAR_000526,665000.0,560000.0,High,Very High
CAR_000527,275000.0,14365.0,Low,Low
CAR_000528,2750000.0,41000.0,Premium,Medium
CAR_000529,484999.0,65000.0,Mid,Medium
CAR_000530,565000.0,65000.0,Mid,Medium
CAR_000531,4461000.0,61083.0,Mid,Medium
CAR_000532,925000.0,75000.0,High,High
CAR_000533,565000.0,72000.0,Mid,High
CAR_000534,525000.0,65000.0,Mid,Medium
CAR_000535,1650000.0,55000.0,Premium,Medium
CAR_000536,295000.0,21000.0,Low,Medium
CAR_000537,2050000.0,66363.0,Premium,Medium
CAR_000538,1475000.0,11700.0,Premium,Low
CAR_000539,1100000.0,60000.0,Premium,Medium
CAR_000540,4400000.0,100000.0,Premium,High
CAR_000541,670000.0,7104.0,High,Low
CAR_000542,750000.0,60000.0,High,Medium
CAR_000543,760000.0,55340.0,High,Medium
CAR_000544,850000.0,20000.0,High,Low
CAR_000545,4461000.0,61585.0,Mid,Medium
CAR_000546,450000.0,39415.0,Mid,Medium
CAR_000547,425000.0,29654.0,Mid,Low
CAR_000548,770000.0,64672.0,High,Medium
CAR_000549,1150000.0,54634.0,Premium,Medium
CAR_000550,775000.0,66521.0,High,Medium
CAR_000551,1725000.0,23974.0,Premium,Low
CAR_000552,4461000.0,43000.0,Premium,Medium
CAR_000553,450000.0,1000.0,Mid,Low
CAR_000554,3800000.0,10000.0,Premium,Low
CAR_000555,1580000.0,60000.0,Premium,High
CAR_000556,4950000.0,30000.0,Premium,Low
CAR_000557,535000.0,52600.0,Mid,Medium
CAR_000558,225000.0,110000.0,Low,High
CAR_000559,550000.0,19890.0,Mid,Low
CAR_000560,670000.0,7104.0,High,Medium
CAR_000561,625000.0,11918.0,High,Low
CAR_000562,4461000.0,10510.0,Low,Low
CAR_000563,239000.0,41000.0,Low,Medium
CAR_000564,2600000.0,47162.0,Premium,Medium
CAR_000565,750000.0,45974.0,High,Medium
CAR_000566,229999.0,49824.0,Low,Medium
CAR_000567,1300000.0,58500.0,Low,Medium
CAR_000568,80000.0,60000.0,Low,Medium
CAR_000569,4461000.0,52000.0,Mid,Medium
CAR_000570,760000.0,55340.0,High,Medium
CAR_000571,600000.0,46507.0,Mid,Medium
CAR_000572,450000.0,1000.0,Mid,Low
CAR_000573,3800000.0,10000.0,Premium,Low
CAR_000574,1580000.0,86000.0,Premium,High
CAR_000575,4950000.0,30000.0,Premium,Low
CAR_000576,535000.0,52600.0,Mid,Medium
CAR_000577,225000.0,110000.0,Low,High
CAR_000578,550000.0,19890.0,Mid,Low
CAR_000579,670000.0,7104.0,High,Low
CAR_000580,625000.0,11918.0,High,Low
CAR_000581,520000.0,10510.0,Low,Low
CAR_000582,239000.0,41000.0,Low,Medium
CAR_000583,2600000.0,47162.0,Premium,Medium
CAR_000584,750000.0,45974.0,High,Medium
CAR_000585,4461000.0,49824.0,Low,Medium
CAR_000586,1300000.0,58500.0,Premium,Medium
CAR_000587,80000.0,56580.0,Low,Medium
CAR_000588,385000.0,52000.0,Mid,Medium
CAR_000589,760000.0,55340.0,High,Medium
CAR_000590,4461000.0,46507.0,Mid,Medium
